name,description,neighborhood_overview,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price
Urlebnis Gästesuite WIEN,"The Urlebnis Gästesuite Vienna combines the charm of a Viennese old building apartment in a historic building, with modern, well thought-out amenities - from the hand blender to the washing machine and from Wi-Fi to Netflix.<br />Sit back and relax on the sofa or immerse yourself in Austria's capital, dive in and use the desk because you are in Vienna for work. It's all set up for you.<br /><br />This apartment is equipped for long-term stays.",,Penzing,48.1972871,16.3060556,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Cleaning products"", ""Dedicated workspace"", ""Long term stays allowed"", ""Dishes and silverware"", ""Mosquito net"", ""Hot water kettle"", ""Paid parking on premises"", ""Self check-in"", ""Hair dryer"", ""Fire extinguisher"", ""Ignis oven"", ""Iron"", ""Room-darkening shades"", ""Books and reading material"", ""Central heating"", ""Courtyard view"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Laundromat nearby"", ""Wine glasses"", ""Cleaning available during stay"", ""Hangers"", ""Toaster"", ""Wifi"", ""Paid street parking off premises"", ""Hot water"", ""Bed linens"", ""Clothing storage: closet"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""50 inch HDTV with Amazon Prime Video, Netflix"", ""Portable fans"", ""Body soap"", ""Shared backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Electric stove"", ""Blender"", ""Essentials"", ""Smart lock"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Ikea Eneby Bluetooth sound system""]",$92.00
Apartment in central area Neubau,"Welcome to our spacious 70 m² apartment. <br />The apartment is located in the 7th district in a typical old Viennese building on the 2nd floor. It is ideal for 2-4 people and has a bedroom and a high-quality pull-out couch in the living room. <br /><br />The fully equipped kitchen, the modern bathroom with rain shower, washing machine and smart TV incl. Wi-Fi leaves nothing to be desired. <br /><br />The pedestrian zone in front of the house invites you to stroll and shop extensively.",,Neubau,48.203407752872415,16.34765988710006,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Coffee maker: Nespresso"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Iron"", ""Room-darkening shades"", ""Oven"", ""Cooking basics"", ""Baking sheet"", ""Hangers"", ""TV"", ""Washer"", ""Wifi"", ""Freezer"", ""Bed linens"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Portable fans"", ""Electric stove"", ""Essentials"", ""Lockbox"", ""Clothing storage: wardrobe"", ""Heating"", ""Dishwasher""]",$115.00
Ruhige Wohnung near subway to center free parking,"Choose this  place. It is quiet near the subway in 22 minutes, you are at Stephansplatz. The apartment captivates with its open silence. It consists of the spacious anteroom with kitchen, separate bathroom. A nice bedroom and a living room where you can take off the sofa for 1 more sleeping option (e.g. 2 children).<br />The possibility of a parking space in the yard is available on request.<br />The apartment is located on the 2nd floor. There is no elevator.",,Simmering,48.17026,16.41687,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,0.0,"[""Smoke alarm"", ""Coffee maker: Nespresso"", ""Coffee"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Dedicated workspace"", ""Housekeeping - available at extra cost"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Books and reading material"", ""Room-darkening shades"", ""32 inch HDTV"", ""Oven"", ""Cooking basics"", ""Baking sheet"", ""Microwave"", ""Wine glasses"", ""Hangers"", ""Toaster"", ""Free driveway parking on premises \u2013 1 space"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Body soap"", ""Extra pillows and blankets"", ""Electric stove"", ""Drying rack for clothing"", ""Essentials"", ""Lockbox"", ""Carbon monoxide alarm"", ""Clothing storage: wardrobe"", ""Heating"", ""Dishwasher""]",$83.00
Kleine süße Wohnung in Wien (3.),"The beautiful rear building apartment in the 3rd district has 2 rooms (a bedroom for 2 people and a living room with sofa bed) and is quiet, comfortably furnished and centrally located (10 min walk to Wien-Mitte/Landstrasse). There is a shower and a toilet, a kitchenette in the hallway. The apartment is on the 3rd floor without elevator. Good infrastructure, U-Bahn station Rochusgasse can be reached in 4 minutes, supermarkets and weekly market just as close",,Landstra§e,48.20336985828022,16.391641949799272,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,2.0,"[""Smoke alarm"", ""Coffee maker: espresso machine"", ""Cleaning products"", ""Dedicated workspace"", ""Long term stays allowed"", ""Children's playroom"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Children\u2019s books and toys"", ""Central heating"", ""Oven"", ""Cooking basics"", ""Babysitter recommendations"", ""Baking sheet"", ""Outlet covers"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Body soap"", ""Electric stove"", ""Ethernet connection"", ""Essentials"", ""Lockbox"", ""Dishwasher""]",$50.00
kleines schönes Zimmer im 1.,"Starting in July, this little gem will be available in the middle of Vienna in a loving shared apartment.<br />There is a little dresser for clothes, a coat hook on the door and such a gate where you can hang a lot. Although the room is small, it has a French balcony with double door doors and is therefore very bright. It is also south side, so at noon the sun comes in:)<br /><br />The apartment is in a prime location in a quiet street. Albertina Museum, Staatsoper and Hofburg are right next door.",,Innere Stadt,48.207143639255534,16.367891973699887,Private room in rental unit,Private room,1,,1 bath,,,"[""Coffee"", ""Coffee maker: espresso machine"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Hair dryer"", ""Central heating"", ""Cooking basics"", ""Gas stove"", ""Washer"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Lockbox"", ""Dishwasher""]",
Viennaflat Urban - Am Naschmarkt,"Apartment Viennaflat Urban is a beautiful apartment in a quiet and cozy neighborhood near the Naschmarkt. The city center can be reached very quickly: On foot it is about 10-15 minutes and with the nearby metro you are even faster. The apartment is therefore the ideal starting point for singles, couples, families and smaller groups to explore the Danube metropolis Vienna.",,Margareten,48.1946151,16.3595559,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,2.0,"[""Stove"", ""Cleaning products"", ""Dedicated workspace"", ""Long term stays allowed"", ""Crib"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Self check-in"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Private entrance"", ""Courtyard view"", ""Oven"", ""Cooking basics"", ""Laundromat nearby"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Wine glasses"", ""High chair"", ""Hangers"", ""Cleaning available during stay"", ""Washer"", ""Wifi"", ""Freezer"", ""Hot water"", ""Coffee maker: french press, pour-over coffee"", ""Bed linens"", ""Clothing storage"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Portable fans"", ""Body soap"", ""Drying rack for clothing"", ""Essentials"", ""Pets allowed"", ""Lockbox"", ""Heating"", ""Dishwasher""]",$92.00
Viennaflat Apartment Naschmarkt Nature,"With a lot of love for detail, these almost 200-year-old vaults were renovated. The result is a beautiful apartment in a quiet and cozy neighborhood near the Naschmarkt. The city center is very quick to reach: it is about a 10-15 minute walk and with the nearby U-Bahn you can be even faster. The apartment is therefore the ideal base for singles, couples, families and smaller groups to explore the Danube metropolis of Vienna.",,Wieden,48.195501053657615,16.36268848854361,Entire rental unit,Entire home/apt,4,,1.5 baths,1.0,,"[""Stove"", ""Cleaning products"", ""Dedicated workspace"", ""Long term stays allowed"", ""Crib"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Self check-in"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Coffee maker: pour-over coffee"", ""Laundromat nearby"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Wine glasses"", ""High chair"", ""Hangers"", ""Cleaning available during stay"", ""Washer"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Clothing storage"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Portable fans"", ""Body soap"", ""Drying rack for clothing"", ""Essentials"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Lockbox"", ""Heating"", ""Dishwasher""]",
New Favoriten 2001,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Wifi"", ""Coffee maker"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Refrigerator"", ""Self check-in"", ""Kitchen"", ""TV"", ""Hair dryer""]",$84.00
Luxus-Terrassenwohnung,Enjoy summer evenings on the terrace with jacuzzi and comfortable seating. A private underground parking space allows for safe parking of the car. The living room invites you to relax and the kitchen is fully equipped. In the cozy bedroom you can rest after an eventful day and the TV offers entertainment. The bathroom has a shower and bathtub tub. Public transportation is nearby and offer easy access to downtown.,"Our accommodation is a great connection to the public transport network.  The nearest subway station (Kagranerplatz) is walking distance to one  station by tram (stop Kraygasse). This allows our guests to easily explore the city.<br /><br />For daily shopping, several supermarkets are within 5 minutes walking distance, including Lidl, Billa, Spar and an Asian-Exotik supermarket. Also in case of emergency there are two pharmacies in the immediate vicinity.<br /><br />Gourmets will appreciate the Austrian restaurant Napoleon opposite the house. It offers an outstanding kitchen and a spacious guest garden where you can enjoy the food and atmosphere.<br /><br />Shopping lovers can reach the large Danube Center/Donauplex in less than 10 minutes. There you will find numerous shops, gastronomic and a cinema. The drive there takes only a 5 minute walk and a station with the subway line U1.<br /><br />The Old Danube and the Danube Island are ideal for relaxation and swimming fun. The Alte Donau",Donaustadt,48.24990835488038,16.44926596666038,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Coffee"", ""Stove"", ""Outdoor dining area"", ""Private hot tub"", ""Coffee maker"", ""Dryer"", ""Bathtub"", ""Long term stays allowed"", ""Dishes and silverware"", ""Self check-in"", ""Shampoo"", ""Air conditioning"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Room-darkening shades"", ""Central heating"", ""Oven"", ""Cooking basics"", ""Private patio or balcony"", ""Outdoor furniture"", ""Wine glasses"", ""Hangers"", ""TV"", ""Washer"", ""Wifi"", ""Clothing storage: closet and wardrobe"", ""Freezer"", ""Hot water"", ""Bed linens"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Body soap"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Essentials"", ""Smart lock"", ""Bose sound system"", ""Dishwasher""]",$190.00
New Favoriten 2002,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central heating"", ""Central air conditioning"", ""Wifi"", ""Bed linens"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Kitchen"", ""TV"", ""Hair dryer""]",$84.00
New Favoriten 2003,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Wifi"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Kitchen"", ""TV"", ""Hair dryer""]",$91.00
New Favoriten 2004,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Kitchen"", ""TV"", ""Hair dryer""]",$91.00
New Favoriten 3001,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Central heating"", ""Wifi"", ""Bed linens"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Kitchen"", ""TV"", ""Free washer \u2013 In building"", ""Hair dryer""]",$84.00
New Favoriten 3002,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Central heating"", ""Wifi"", ""Hot water"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Kitchen"", ""TV"", ""Free washer \u2013 In building"", ""Hair dryer""]",$91.00
New Favoriten 3003,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Central heating"", ""Wifi"", ""Hot water"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Hangers"", ""TV"", ""Free washer \u2013 In building"", ""Hair dryer""]",$91.00
New Favoriten 3004,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Central heating"", ""Wifi"", ""Hot water"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Hangers"", ""TV"", ""Free washer \u2013 In building"", ""Hair dryer""]",$84.00
New Favoriten 4002,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Central heating"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Self check-in"", ""Kitchen"", ""TV"", ""Free washer \u2013 In building"", ""Hair dryer""]",$75.00
New Favoriten 4001,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Central heating"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Self check-in"", ""Kitchen"", ""TV"", ""Free washer \u2013 In building"", ""Hair dryer""]",$82.00
New Favoriten 4003,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Coffee"", ""Coffee maker"", ""Dedicated workspace"", ""Self check-in"", ""Hair dryer"", ""Fire extinguisher"", ""Central air conditioning"", ""Central heating"", ""Hangers"", ""TV"", ""Wifi"", ""Bed linens"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Portable fans"", ""Lockbox"", ""Free washer \u2013 In building""]",$75.00
New Favoriten 4004,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Central heating"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""TV"", ""Free washer \u2013 In building"", ""Hair dryer""]",$82.00
New Favoriten 2005,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Kitchen"", ""TV"", ""Free washer \u2013 In building"", ""Hair dryer""]",$88.00
Beautiful 1- BR apartment next to metro U3 and U6,"Wonderful,  stylish, newly equipped apartment! <br />Very strategic and central location in  Mariahilfer Strasse just 4 minutes walk to Westbahnhof, U3, U4, airport bus. <br />The Museumsquartier and the Technical Museum are just a beautiful hike from the Apartment.<br />Price listed is for 2 persons. The living room has two pull-out sofa beds and it could accommodate up to 4 people ( extra charge) in the apartment.",,Rudolfsheim-Fnfhaus,48.1931,16.33632,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Coffee maker: Nespresso"", ""Stainless steel single oven"", ""Shower gel"", ""Cleaning products"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Books and reading material"", ""Central heating"", ""Cooking basics"", ""Baking sheet"", ""Wine glasses"", ""Hangers"", ""TV"", ""Washer"", ""Wifi"", ""Freezer"", ""Hot water"", ""Clothing storage: closet"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchenette"", ""Elevator"", ""Portable fans"", ""Extra pillows and blankets"", ""Paid parking garage off premises"", ""Drying rack for clothing"", ""Essentials"", ""Pets allowed"", ""Lockbox""]",$62.00
New Favoriten 3005,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Central heating"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Kitchen"", ""TV"", ""Free washer \u2013 In building"", ""Hair dryer""]",$88.00
New Favoriten 4005,"Modern comfort apartment in a very good location with contactless check-in flexible arrival and easy check-in. Ideal for long and short stays. Just a few stops by tram from the popular city center. This stylish home is a perfect spot for group travel, solo travelers, families, and business people. Furthermore, the accommodation offers you a beautiful view of the city. The apartment is very stylish, spacious and practically equipped.",,Favoriten,48.1769444,16.3568536,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,1.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Central air conditioning"", ""Wifi"", ""Hot water"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Dishes and silverware"", ""Self check-in"", ""Hangers"", ""TV"", ""Free washer \u2013 In building"", ""Hair dryer""]",$88.00
Vienna Central Home 4You,The whole group will be comfortable in this spacious and unique space. <br />If you want feel like home this is the right place for you!,,Margareten,48.1853841,16.3590775,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,1.0,2.0,"[""Coffee"", ""Stove"", ""Coffee maker"", ""Cleaning products"", ""Shower gel"", ""Bathtub"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Dryer \u2013\u00a0In unit"", ""Oven"", ""Cooking basics"", ""Baking sheet"", ""Microwave"", ""Wine glasses"", ""Cleaning available during stay"", ""Hangers"", ""TV"", ""Washer"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""Exercise equipment"", ""Clothing storage: wardrobe and dresser"", ""Refrigerator"", ""Sound system"", ""Kitchen"", ""Mini fridge"", ""Dining table"", ""Elevator"", ""Body soap"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Essentials"", ""Heating - split type ductless system"", ""Dishwasher""]",$76.00
Das ursprüngliche Wien erleben! +Privater Innenhof,"With this unique home, all the important points of contact are close by, making it easy to plan your stay.<br />Urban living by the longest shopping mile in Vienna",,Mariahilf,48.19374981623975,16.34871941096392,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,3.0,"[""Outdoor dining area"", ""Coffee maker"", ""Cleaning products"", ""Dedicated workspace"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Hair dryer"", ""Iron"", ""Central heating"", ""Private entrance"", ""Cooking basics"", ""Baking sheet"", ""Microwave"", ""Outdoor furniture"", ""Wine glasses"", ""Cleaning available during stay"", ""Hangers"", ""TV"", ""Toaster"", ""Washer"", ""Wifi"", ""Freezer"", ""Hot water"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Electric stove"", ""Drying rack for clothing"", ""Paid parking garage off premises"", ""Essentials"", ""Lockbox"", ""Clothing storage: wardrobe"", ""Dishwasher"", ""Private backyard \u2013 Fully fenced""]",$104.00
Zimmer in gemütlicher WG,"Our apartment is located in the middle of Hernals, very close to Yppenplatz, where there are many cafes and a big market. In the center (1st district) you only need 20 minutes by tram, on the Danube Island about 30 minutes. Unis (Boku, University of Vienna) can also be reached in 20 minutes.<br /><br />There are just two of us living in the apartment, but already have a sublet: a small black cat.",,Hernals,48.218058,16.3302658,Private room in rental unit,Private room,2,,Half-bath,,,"[""Stove"", ""Outdoor dining area"", ""Dedicated workspace"", ""Bathtub"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Hair dryer"", ""Cooking basics"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Toaster"", ""Washer"", ""Wifi"", ""Hot water"", ""Clothing storage: closet"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Lock on bedroom door"", ""Elevator"", ""Shared backyard"", ""Drying rack for clothing"", ""Essentials""]",
Viennese Elegance,"Welcome to ""Viennese Elegance,"" a delightful retreat steeped in history. Located in an authentic 1886 building, this one-bedroom apartment with a dedicated workspace provides an ideal 'workcation' setting. You'll relish a taste of old-world Vienna, all while being just 15 minutes from the vibrant city center. Experience the perfect blend of tranquility and accessibility at Viennese Elegance.",,Meidling,48.17956568412944,16.33651600118864,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Cleaning products"", ""Bathtub"", ""Long term stays allowed"", ""Dishes and silverware"", ""Self check-in"", ""Hair dryer"", ""Iron"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Hangers"", ""TV"", ""Washer"", ""Wifi"", ""Freezer"", ""Paid street parking off premises"", ""Hot water"", ""Other stove"", ""Bed linens"", ""Keypad"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Drying rack for clothing"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Clothing storage: wardrobe"", ""Heating""]",$50.00
Self-Check-IN | 2nd floor | Studio | free Gym,This bright apartment is a great option for a traveling couple or a business traveler.,,Favoriten,48.18444831644748,16.380906187873137,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Coffee"", ""Exercise equipment: free weights, treadmill"", ""Free dryer \u2013 In unit"", ""Coffee maker: espresso machine"", ""Cleaning products"", ""Shower gel"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Stainless steel double oven"", ""Fire extinguisher"", ""Iron"", ""Room-darkening shades"", ""Central heating"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Private patio or balcony"", ""Wine glasses"", ""Cleaning available during stay"", ""Hangers"", ""Toaster"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""First aid kit"", ""Private gym in building"", ""Dining table"", ""Kitchen"", ""50 inch HDTV with Netflix"", ""Elevator"", ""AEG refrigerator"", ""City skyline view"", ""Body soap"", ""Drying rack for clothing"", ""Essentials"", ""Lockbox"", ""Carbon monoxide alarm"", ""AEG electric stove"", ""Clothing storage: wardrobe"", ""Dishwasher""]",$58.00
